Suburb,Rooms,Type,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Year,target
Fairfield,3,h,5,3078,3,1,1,0,Darebin,Northern Metropolitan,2016,1600000
Fairfield,2,u,5,3078,2,1,2,0,Darebin,Northern Metropolitan,2016,600000
Fairfield,3,h,5,3078,1,1,1,400,Darebin,Northern Metropolitan,2016,1600000
Fairfield,2,u,5,3078,2,1,1,0,Darebin,Northern Metropolitan,2016,600000
Fairfield,3,h,5,3078,3,1,3,600,Darebin,Northern Metropolitan,2016,1200000
Fairfield,3,h,5,3078,3,1,1,400,Darebin,Northern Metropolitan,2016,1400000
Fitzroy,2,h,0,3065,2,1,0,200,Yarra,Northern Metropolitan,2016,1000000
Fitzroy,3,h,0,3065,3,2,2,0,Yarra,Northern Metropolitan,2016,1200000
Fitzroy,2,u,0,3065,2,1,2,0,Yarra,Northern Metropolitan,2016,800000
Fitzroy,2,u,0,3065,2,1,1,0,Yarra,Northern Metropolitan,2016,600000
Fitzroy,4,h,0,3065,4,1,1,200,Yarra,Northern Metropolitan,2016,1800000
Fitzroy,1,h,0,3065,1,1,0,0,Yarra,Northern Metropolitan,2016,1000000
Fitzroy,2,h,0,3065,2,1,0,0,Yarra,Northern Metropolitan,2016,1400000
Fitzroy,3,t,0,3065,3,2,2,0,Yarra,Northern Metropolitan,2016,1600000
Fitzroy,2,t,0,3065,2,2,2,0,Yarra,Northern Metropolitan,2016,800000
Fitzroy,4,h,0,3065,4,4,2,400,Yarra,Northern Metropolitan,2016,Over 2M
Fitzroy,3,h,0,3065,3,2,1,200,Yarra,Northern Metropolitan,2016,1400000
Fitzroy,3,h,0,3065,3,2,1,200,Yarra,Northern Metropolitan,2016,Over 2M
Fitzroy,3,h,0,3065,3,1,1,200,Yarra,Northern Metropolitan,2016,1200000
Fitzroy,2,h,0,3065,3,1,0,0,Yarra,Northern Metropolitan,2016,1400000
Fitzroy,2,h,0,3065,2,1,0,200,Yarra,Northern Metropolitan,2017,1400000
Fitzroy,4,h,0,3065,4,1,0,200,Yarra,Northern Metropolitan,2016,2000000
Fitzroy,1,u,0,3065,1,1,1,0,Yarra,Northern Metropolitan,2016,600000
Fitzroy,2,u,0,3065,2,1,1,0,Yarra,Northern Metropolitan,2016,600000
Fitzroy,1,u,0,3065,1,1,1,0,Yarra,Northern Metropolitan,2016,400000
Fitzroy,4,h,0,3065,3,2,1,200,Yarra,Northern Metropolitan,2016,1600000
Fitzroy,3,h,0,3065,3,2,1,200,Yarra,Northern Metropolitan,2016,1600000
Fitzroy,3,u,0,3065,3,2,1,Over 1000,Yarra,Northern Metropolitan,2016,800000
Fitzroy,2,u,0,3065,2,1,1,0,Yarra,Northern Metropolitan,2016,800000
Fitzroy,2,h,0,3065,2,1,0,200,Yarra,Northern Metropolitan,2016,1200000
Fitzroy,2,u,0,3065,2,2,0,0,Yarra,Northern Metropolitan,2016,600000
Fitzroy,2,h,0,3065,2,1,1,200,Yarra,Northern Metropolitan,2016,1400000
Fitzroy,1,u,0,3065,1,1,1,800,Yarra,Northern Metropolitan,2017,400000
Fitzroy,2,u,0,3065,2,1,1,0,Yarra,Northern Metropolitan,2016,800000
Fitzroy,1,u,0,3065,1,1,1,0,Yarra,Northern Metropolitan,2016,400000
Fitzroy,2,h,0,3065,2,2,1,0,Yarra,Northern Metropolitan,2016,800000
Fitzroy,2,t,0,3065,2,1,1,0,Yarra,Northern Metropolitan,2016,800000
Fitzroy,2,u,0,3065,2,1,1,0,Yarra,Northern Metropolitan,2016,600000
Fitzroy,4,h,0,3065,4,3,2,200,Yarra,Northern Metropolitan,2016,Over 2M
Fitzroy,2,h,0,3065,2,1,0,0,Yarra,Northern Metropolitan,2016,600000
Fitzroy North,2,u,5,3068,2,2,1,Over 1000,Yarra,Northern Metropolitan,2016,800000
Fitzroy North,2,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2016,800000
Fitzroy North,2,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2016,800000
Fitzroy North,2,h,5,3068,3,1,0,200,Yarra,Northern Metropolitan,2016,1200000
Fitzroy North,4,h,5,3068,4,2,1,200,Yarra,Northern Metropolitan,2016,1400000
Fitzroy North,2,t,5,3068,2,3,0,Over 1000,Yarra,Northern Metropolitan,2016,1000000
Fitzroy North,2,u,5,3068,2,2,2,Over 1000,Yarra,Northern Metropolitan,2017,800000
Fitzroy North,3,h,5,3068,3,2,1,200,Yarra,Northern Metropolitan,2017,Over 2M
Fitzroy North,1,u,5,3068,1,1,1,0,Yarra,Northern Metropolitan,2017,400000
Fitzroy North,3,h,5,3068,3,1,0,200,Yarra,Northern Metropolitan,2017,1000000
Fitzroy North,2,h,5,3068,2,2,1,200,Yarra,Northern Metropolitan,2016,800000
Fitzroy North,2,h,5,3068,2,1,1,200,Yarra,Northern Metropolitan,2016,1000000
Fitzroy North,3,t,5,3068,3,2,1,200,Yarra,Northern Metropolitan,2016,1000000
Fitzroy North,3,h,5,3068,2,1,1,200,Yarra,Northern Metropolitan,2016,1400000
Fitzroy North,2,t,5,3068,2,2,1,0,Yarra,Northern Metropolitan,2016,1000000
Fitzroy North,2,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2016,1000000
Fitzroy North,2,u,5,3068,2,2,1,Over 1000,Yarra,Northern Metropolitan,2016,800000
Fitzroy North,3,h,5,3068,3,1,0,200,Yarra,Northern Metropolitan,2016,1200000
Fitzroy North,3,h,5,3068,3,1,0,200,Yarra,Northern Metropolitan,2016,1600000
Fitzroy North,3,h,5,3068,2,1,1,200,Yarra,Northern Metropolitan,2016,1200000
Fitzroy North,3,t,5,3068,3,3,1,200,Yarra,Northern Metropolitan,2016,1600000
Fitzroy North,5,h,5,3068,5,2,3,800,Moreland,Northern Metropolitan,2017,Over 2M
Fitzroy North,2,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2016,1000000
Fitzroy North,4,h,5,3068,4,2,2,200,Yarra,Northern Metropolitan,2016,2000000
Fitzroy North,4,h,5,3068,3,2,1,400,Yarra,Northern Metropolitan,2016,Over 2M
Fitzroy North,4,h,5,3068,4,2,1,200,Yarra,Northern Metropolitan,2016,1800000
Fitzroy North,2,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2016,1400000
Fitzroy North,2,h,5,3068,2,1,1,200,Yarra,Northern Metropolitan,2016,1200000
Fitzroy North,3,h,5,3068,3,2,1,200,Yarra,Northern Metropolitan,2016,1200000
Fitzroy North,3,h,5,3068,2,1,1,400,Moreland,Northern Metropolitan,2016,1200000
Fitzroy North,2,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2017,1200000
Fitzroy North,3,h,5,3068,3,2,1,200,Yarra,Northern Metropolitan,2017,1800000
Fitzroy North,2,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2017,1200000
Fitzroy North,2,t,5,3068,2,2,2,0,Yarra,Northern Metropolitan,2017,800000
Fitzroy North,3,u,5,3068,3,1,1,0,Yarra,Northern Metropolitan,2017,600000
Fitzroy North,2,u,5,3068,2,1,2,0,Yarra,Northern Metropolitan,2017,600000
Fitzroy North,4,t,5,3068,4,3,2,200,Yarra,Northern Metropolitan,2017,1800000
Fitzroy North,2,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2016,800000
Fitzroy North,3,t,5,3068,3,2,1,0,Yarra,Northern Metropolitan,2016,1000000
Fitzroy North,3,h,5,3068,3,1,1,200,Yarra,Northern Metropolitan,2016,1800000
Fitzroy North,2,h,5,3068,2,1,2,400,Moreland,Northern Metropolitan,2016,1200000
Fitzroy North,1,u,5,3068,1,1,1,0,Yarra,Northern Metropolitan,2016,400000
Fitzroy North,2,h,5,3068,2,1,0,0,Yarra,Northern Metropolitan,2016,1200000
Fitzroy North,1,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2016,800000
Fitzroy North,3,h,5,3068,4,1,2,400,Yarra,Northern Metropolitan,2016,Over 2M
Fitzroy North,2,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2016,1000000
Fitzroy North,3,h,5,3068,3,2,0,400,Yarra,Northern Metropolitan,2016,1800000
Fitzroy North,3,h,5,3068,3,1,0,400,Yarra,Northern Metropolitan,2017,1600000
Fitzroy North,3,h,5,3068,3,1,1,200,Yarra,Northern Metropolitan,2016,1400000
Fitzroy North,4,h,5,3068,4,2,1,200,Yarra,Northern Metropolitan,2016,Over 2M
Fitzroy North,2,u,5,3068,2,1,1,Over 1000,Yarra,Northern Metropolitan,2016,400000
Fitzroy North,3,h,5,3068,3,2,0,200,Yarra,Northern Metropolitan,2016,1400000
Fitzroy North,3,h,5,3068,3,1,0,400,Yarra,Northern Metropolitan,2016,1400000
Fitzroy North,3,h,5,3068,3,2,0,200,Yarra,Northern Metropolitan,2016,Over 2M
Fitzroy North,3,t,5,3068,3,2,2,0,Yarra,Northern Metropolitan,2016,800000
Fitzroy North,3,h,5,3068,3,1,0,200,Yarra,Northern Metropolitan,2016,1600000
Fitzroy North,2,u,5,3068,2,1,1,0,Yarra,Northern Metropolitan,2016,600000
Fitzroy North,2,h,5,3068,2,1,1,0,Yarra,Northern Metropolitan,2016,600000
Fitzroy North,2,h,5,3068,2,1,2,200,Yarra,Northern Metropolitan,2016,1200000
Fitzroy North,3,h,5,3068,3,2,1,200,Yarra,Northern Metropolitan,2016,1400000
Fitzroy North,2,h,5,3068,2,1,0,200,Yarra,Northern Metropolitan,2016,1400000
Flemington,2,h,5,3031,2,1,1,200,Moonee Valley,Northern Metropolitan,2016,800000
Flemington,2,u,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2016,400000
Flemington,1,u,5,3031,1,1,1,Over 1000,Moonee Valley,Northern Metropolitan,2017,400000
Flemington,2,u,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2017,400000
Flemington,1,u,5,3031,1,1,1,0,Moonee Valley,Northern Metropolitan,2017,200000
Flemington,3,h,5,3031,3,2,0,200,Moonee Valley,Northern Metropolitan,2016,800000
Flemington,2,u,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2016,400000
Flemington,2,h,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2016,800000
Flemington,3,h,5,3031,3,1,0,200,Moonee Valley,Northern Metropolitan,2016,1200000
Flemington,3,h,5,3031,3,1,1,200,Moonee Valley,Northern Metropolitan,2016,1200000
Flemington,2,h,5,3031,2,1,1,200,Moonee Valley,Northern Metropolitan,2016,1000000
Flemington,2,h,5,3031,2,1,0,200,Moonee Valley,Northern Metropolitan,2016,1000000
Flemington,2,h,5,3031,2,1,1,200,Moonee Valley,Northern Metropolitan,2016,800000
Flemington,2,u,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2016,400000
Flemington,2,h,5,3031,2,1,0,200,Moonee Valley,Northern Metropolitan,2016,800000
Flemington,2,h,5,3031,2,1,0,200,Moonee Valley,Northern Metropolitan,2016,800000
Flemington,3,h,5,3031,3,1,1,200,Moonee Valley,Northern Metropolitan,2016,1000000
Flemington,3,h,5,3031,3,1,0,200,Moonee Valley,Northern Metropolitan,2016,800000
Flemington,3,h,5,3031,2,1,1,400,Moonee Valley,Northern Metropolitan,2016,1400000
Flemington,4,h,5,3031,4,1,1,600,Moonee Valley,Northern Metropolitan,2016,1800000
Flemington,3,h,5,3031,3,2,2,0,Moonee Valley,Northern Metropolitan,2016,1200000
Flemington,2,u,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2016,400000
Flemington,2,u,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2016,400000
Flemington,1,h,5,3031,1,1,1,0,Moonee Valley,Northern Metropolitan,2016,200000
Flemington,2,u,5,3031,2,2,1,0,Moonee Valley,Northern Metropolitan,2016,600000
Flemington,2,h,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2017,800000
Flemington,1,u,5,3031,1,1,1,0,Moonee Valley,Northern Metropolitan,2016,400000
Flemington,3,h,5,3031,3,2,0,200,Moonee Valley,Northern Metropolitan,2016,1200000
Flemington,2,h,5,3031,2,1,0,200,Melbourne,Northern Metropolitan,2016,1000000
Flemington,3,h,5,3031,3,1,4,400,Moonee Valley,Northern Metropolitan,2016,1000000
Flemington,3,h,5,3031,4,2,0,200,Moonee Valley,Northern Metropolitan,2016,800000
Flemington,1,u,5,3031,1,1,1,800,Moonee Valley,Northern Metropolitan,2017,400000
Flemington,2,u,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2016,400000
Flemington,3,h,5,3031,3,1,1,200,Moonee Valley,Northern Metropolitan,2016,1200000
Flemington,2,u,5,3031,2,1,1,0,Moonee Valley,Northern Metropolitan,2016,400000
Footscray,3,t,5,3011,3,1,1,200,Maribyrnong,Western Metropolitan,2016,600000
Footscray,4,h,5,3011,4,2,1,400,Maribyrnong,Western Metropolitan,2016,1200000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,3,h,5,3011,3,1,1,200,Maribyrnong,Western Metropolitan,2016,1000000
Footscray,3,h,5,3011,3,1,0,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,3,h,5,3011,3,2,0,400,Maribyrnong,Western Metropolitan,2016,1400000
Footscray,4,h,5,3011,4,2,1,200,Maribyrnong,Western Metropolitan,2016,1000000
Footscray,1,u,5,3011,1,1,1,0,Maribyrnong,Western Metropolitan,2016,200000
Footscray,3,h,5,3011,3,2,2,200,Maribyrnong,Western Metropolitan,2017,800000
Footscray,1,u,5,3011,1,1,1,0,Maribyrnong,Western Metropolitan,2017,200000
Footscray,4,t,5,3011,4,2,2,200,Maribyrnong,Western Metropolitan,2017,800000
Footscray,2,u,5,3011,2,1,3,Over 1000,Maribyrnong,Western Metropolitan,2017,600000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2017,400000
Footscray,2,t,5,3011,2,1,1,600,Maribyrnong,Western Metropolitan,2016,400000
Footscray,1,u,5,3011,1,1,0,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,3,h,5,3011,3,1,1,400,Maribyrnong,Western Metropolitan,2016,1000000
Footscray,1,u,5,3011,1,1,1,600,Maribyrnong,Western Metropolitan,2016,200000
Footscray,2,h,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,2,h,5,3011,2,1,0,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,3,h,5,3011,3,1,3,600,Maribyrnong,Western Metropolitan,2016,1200000
Footscray,3,h,5,3011,3,1,3,400,Maribyrnong,Western Metropolitan,2016,1000000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,3,h,5,3011,3,1,1,0,Maribyrnong,Western Metropolitan,2016,800000
Footscray,4,h,5,3011,3,1,2,400,Maribyrnong,Western Metropolitan,2016,1200000
Footscray,3,u,5,3011,3,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,4,h,5,3011,2,1,2,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,h,5,3011,2,1,0,200,Maribyrnong,Western Metropolitan,2016,1000000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,200000
Footscray,4,h,5,3011,4,2,3,0,Maribyrnong,Western Metropolitan,2016,1400000
Footscray,3,t,5,3011,3,2,2,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,3,h,5,3011,3,2,1,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,h,5,3011,2,1,2,600,Maribyrnong,Western Metropolitan,2017,1000000
Footscray,3,u,5,3011,3,2,1,Over 1000,Maribyrnong,Western Metropolitan,2017,600000
Footscray,3,h,5,3011,3,1,1,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,2,t,5,3011,2,1,1,200,Maribyrnong,Western Metropolitan,2016,600000
Footscray,2,h,5,3011,2,1,1,200,Maribyrnong,Western Metropolitan,2016,600000
Footscray,4,h,5,3011,3,1,2,600,Maribyrnong,Western Metropolitan,2016,1200000
Footscray,3,h,5,3011,2,1,1,400,Maribyrnong,Western Metropolitan,2016,1000000
Footscray,3,h,5,3011,3,1,2,400,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,200000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,2,t,5,3011,2,2,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,2,h,5,3011,2,1,1,200,Maribyrnong,Western Metropolitan,2016,1200000
Footscray,1,u,5,3011,1,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,2,u,5,3011,2,1,3,200,Maribyrnong,Western Metropolitan,2016,600000
Footscray,3,h,5,3011,3,1,1,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,1,u,5,3011,1,1,1,0,Maribyrnong,Western Metropolitan,2016,200000
Footscray,3,h,5,3011,3,2,2,400,Maribyrnong,Western Metropolitan,2016,1000000
Footscray,3,h,5,3011,3,1,1,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,u,5,3011,2,2,1,0,Maribyrnong,Western Metropolitan,2016,600000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,1,u,5,3011,1,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,3,h,5,3011,3,2,2,400,Maribyrnong,Western Metropolitan,2016,800000
Footscray,3,t,5,3011,3,2,1,200,Maribyrnong,Western Metropolitan,2017,800000
Footscray,1,u,5,3011,1,1,1,0,Maribyrnong,Western Metropolitan,2017,200000
Footscray,3,h,5,3011,3,1,0,200,Maribyrnong,Western Metropolitan,2017,800000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,2,h,5,3011,2,1,2,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,3,u,5,3011,3,2,1,0,Maribyrnong,Western Metropolitan,2016,600000
Footscray,2,h,5,3011,2,1,1,200,Maribyrnong,Western Metropolitan,2016,600000
Footscray,2,h,5,3011,2,1,1,400,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,h,5,3011,2,1,1,400,Maribyrnong,Western Metropolitan,2016,800000
Footscray,4,t,5,3011,4,2,2,0,Maribyrnong,Western Metropolitan,2016,600000
Footscray,2,h,5,3011,2,1,1,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,h,5,3011,2,1,1,200,Maribyrnong,Western Metropolitan,2016,600000
Footscray,2,h,5,3011,2,1,0,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,1,u,5,3011,1,1,1,Over 1000,Maribyrnong,Western Metropolitan,2016,200000
Footscray,3,t,5,3011,3,1,1,200,Maribyrnong,Western Metropolitan,2016,600000
Footscray,3,h,5,3011,3,1,0,200,Maribyrnong,Western Metropolitan,2017,800000
Footscray,2,u,5,3011,2,1,1,800,Maribyrnong,Western Metropolitan,2017,400000
Footscray,3,h,5,3011,3,1,1,200,Maribyrnong,Western Metropolitan,2017,800000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2017,400000
Footscray,3,h,5,3011,3,2,2,200,Maribyrnong,Western Metropolitan,2016,1000000
Footscray,3,u,5,3011,3,1,1,0,Maribyrnong,Western Metropolitan,2016,600000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,2,h,5,3011,2,1,2,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,h,5,3011,2,1,0,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,3,t,5,3011,3,2,2,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,h,5,3011,2,1,0,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,4,h,5,3011,4,2,1,400,Maribyrnong,Western Metropolitan,2016,1200000
Footscray,2,u,5,3011,2,1,1,0,Maribyrnong,Western Metropolitan,2016,200000
Footscray,3,h,5,3011,3,1,0,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,3,h,5,3011,3,2,0,400,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,u,5,3011,2,2,1,0,Maribyrnong,Western Metropolitan,2016,400000
Footscray,4,h,5,3011,4,2,1,400,Maribyrnong,Western Metropolitan,2016,800000
Footscray,3,t,5,3011,3,2,2,200,Maribyrnong,Western Metropolitan,2016,800000
Footscray,4,h,5,3011,4,1,1,800,Maribyrnong,Western Metropolitan,2016,1400000
Footscray,2,h,5,3011,2,1,1,400,Maribyrnong,Western Metropolitan,2016,800000
Footscray,2,h,5,3011,2,1,2,200,Maribyrnong,Western Metropolitan,2016,800000
Glen Iris,3,h,10,3146,3,2,3,600,Boroondara,Southern Metropolitan,2016,1800000
Glen Iris,2,h,10,3146,3,1,2,600,Boroondara,Southern Metropolitan,2016,1600000
Glen Iris,4,h,10,3146,4,3,2,800,Stonnington,Southern Metropolitan,2016,Over 2M
Glen Iris,5,h,10,3146,4,3,2,1000,Stonnington,Southern Metropolitan,2016,Over 2M
Glen Iris,4,h,10,3146,4,2,2,800,Boroondara,Southern Metropolitan,2016,1800000
Glen Iris,4,h,10,3146,4,2,1,800,Boroondara,Southern Metropolitan,2016,2000000
Glen Iris,2,u,10,3146,2,1,1,0,Boroondara,Southern Metropolitan,2017,600000
Glen Iris,4,h,10,3146,4,2,4,Over 1000,Stonnington,Southern Metropolitan,2017,Over 2M
Glen Iris,3,h,10,3146,3,1,2,600,Boroondara,Southern Metropolitan,2017,1800000
Glen Iris,3,h,10,3146,3,2,2,200,Boroondara,Southern Metropolitan,2017,1400000
Glen Iris,3,h,10,3146,3,1,1,800,Boroondara,Southern Metropolitan,2016,1600000
Glen Iris,4,h,10,3146,4,4,2,800,Boroondara,Southern Metropolitan,2016,2000000
Glen Iris,2,h,10,3146,3,1,2,600,Boroondara,Southern Metropolitan,2016,1600000
Glen Iris,3,h,10,3146,3,2,1,800,Boroondara,Southern Metropolitan,2016,1400000
Glen Iris,5,h,10,3146,5,3,4,600,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,4,h,10,3146,4,3,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,4,h,10,3146,4,2,3,600,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,4,h,10,3146,4,3,4,Over 1000,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,2,u,10,3146,2,1,1,0,Stonnington,Southern Metropolitan,2016,600000
Glen Iris,3,h,10,3146,3,2,1,800,Boroondara,Southern Metropolitan,2016,1600000
Glen Iris,3,h,10,3146,3,2,2,1000,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,3,h,10,3146,4,2,2,800,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,3,h,10,3146,3,2,2,600,Boroondara,Southern Metropolitan,2016,1800000
Glen Iris,4,h,10,3146,4,2,2,800,Stonnington,Southern Metropolitan,2016,Over 2M
Glen Iris,3,h,10,3146,3,2,2,600,Boroondara,Southern Metropolitan,2016,1800000
Glen Iris,3,h,10,3146,3,2,1,200,Boroondara,Southern Metropolitan,2016,1000000
Glen Iris,4,h,10,3146,4,2,3,600,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,4,h,10,3146,4,3,2,Over 1000,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,2,u,10,3146,2,1,1,0,Stonnington,Southern Metropolitan,2016,400000
Glen Iris,3,h,10,3146,3,1,1,200,Boroondara,Southern Metropolitan,2016,1200000
Glen Iris,4,h,10,3146,3,2,2,600,Boroondara,Southern Metropolitan,2016,1600000
Glen Iris,3,h,10,3146,3,1,2,200,Boroondara,Southern Metropolitan,2016,1600000
Glen Iris,6,h,10,3146,5,3,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,3,u,10,3146,2,2,2,200,Boroondara,Southern Metropolitan,2016,1200000
Glen Iris,4,h,10,3146,4,2,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,2,h,10,3146,2,0,0,200,Stonnington,Southern Metropolitan,2016,800000
Glen Iris,3,h,10,3146,3,2,2,400,Boroondara,Southern Metropolitan,2016,1600000
Glen Iris,4,h,10,3146,4,2,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,4,h,10,3146,4,3,4,0,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,2,u,10,3146,2,1,1,0,Boroondara,Southern Metropolitan,2016,600000
Glen Iris,3,h,10,3146,3,2,2,600,Boroondara,Southern Metropolitan,2016,1200000
Glen Iris,1,u,10,3146,1,1,1,0,Stonnington,Southern Metropolitan,2016,400000
Glen Iris,3,t,10,3146,3,2,2,400,Boroondara,Southern Metropolitan,2016,1600000
Glen Iris,4,h,10,3146,4,3,2,800,Stonnington,Southern Metropolitan,2016,1800000
Glen Iris,3,h,10,3146,3,1,3,600,Boroondara,Southern Metropolitan,2016,1800000
Glen Iris,1,u,10,3146,1,1,1,Over 1000,Stonnington,Southern Metropolitan,2016,200000
Glen Iris,2,u,10,3146,2,1,2,200,Boroondara,Southern Metropolitan,2016,800000
Glen Iris,4,h,10,3146,4,2,2,600,Boroondara,Southern Metropolitan,2016,Over 2M
Glen Iris,2,h,10,3146,2,1,0,200,Stonnington,Southern Metropolitan,2016,1000000
Glen Iris,3,h,10,3146,3,1,2,600,Stonnington,Southern Metropolitan,2016,1400000
Glen Iris,3,h,10,3146,3,2,3,600,Boroondara,Southern Metropolitan,2016,1800000
Glen Iris,3,h,10,3146,3,3,2,400,Boroondara,Southern Metropolitan,2016,1400000
Glen Iris,6,h,10,3146,6,2,2,0,Boroondara,Southern Metropolitan,2016,Over 2M
